source,source_path,target,target_path,raw_score,adjusted_score
Christmas Songs For Kids For Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-church/,Christmas Songs For Kids Deck The Halls | Seeds Kids Worship,/activities\christmas-songs-for-kids-deck-the-halls/,0.5076,0.5576
Christmas Songs For Kids For Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-church/,Christmas Children'S Ministry Music | Seeds Kids Worship,/activities\christmas-children-s-ministry-music/,0.4979,0.5479
Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,Christmas Christmas Songs For Kids | Seeds Kids Worship,/activities\christmas-christmas-songs-for-kids/,0.4673,0.5173
Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,Children'S Ministry Christmas Songs | Seeds Kids Worship,/activities\children-s-ministry-christmas-songs/,0.4631,0.5131
Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,Christmas Songs For Kids Cd | Seeds Kids Worship,/activities\christmas-songs-for-kids-cd/,0.4574,0.5074
Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,Christmas Songs For Kids Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-church/,0.4534,0.5034
Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,0.4512,0.5012
Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.5103,0.5603
Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,Christmas Songs For Kids Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-church/,0.4871,0.5371
Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,0.4809,0.5309
Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,Christmas Christmas Songs For Kids | Seeds Kids Worship,/activities\christmas-christmas-songs-for-kids/,0.4757,0.5257
Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,Christmas Songs For Kids Cd | Seeds Kids Worship,/activities\christmas-songs-for-kids-cd/,0.4693,0.5193
Christmas Songs For Kids For Preschoolers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-preschoolers/,Christmas Songs For Kids Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-church/,0.3661,0.4161
Christmas Songs For Kids For Preschoolers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-preschoolers/,Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,0.362,0.412
Christmas Songs For Kids For Preschoolers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-preschoolers/,Children'S Ministry Christmas Songs | Seeds Kids Worship,/activities\children-s-ministry-christmas-songs/,0.3605,0.4105
Christmas Songs For Kids For Preschoolers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-preschoolers/,Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,0.3549,0.4049
Christmas Songs For Kids For Preschoolers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-preschoolers/,Christmas Songs For Kids For Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-church/,0.3505,0.4005
Christmas Songs For Kids For Sunday School | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-sunday-school/,Praise Christmas Songs For Kids | Seeds Kids Worship,/activities\praise-christmas-songs-for-kids/,0.5044,0.5544
Christmas Songs For Kids For Sunday School | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-sunday-school/,Christmas Sunday School Songs | Seeds Kids Worship,/activities\christmas-sunday-school-songs/,0.4697,0.5197
Christmas Songs For Kids For Sunday School | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-sunday-school/,Christmas Songs For Kids With Lyrics And Action Youtube | Seeds Kids Worship,/activities\christmas-songs-for-kids-with-lyrics-and-action-youtube/,0.4391,0.4891
Christmas Songs For Kids For Sunday School | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-sunday-school/,Christmas Songs For Kids Youtube | Seeds Kids Worship,/activities\christmas-songs-for-kids-youtube/,0.4383,0.4883
Christmas Songs For Kids For Sunday School | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-sunday-school/,Christmas Kids Faith Songs | Seeds Kids Worship,/activities\christmas-kids-faith-songs/,0.4256,0.4756
Christmas Songs For Kids For Toddlers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-toddlers/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.3597,0.4097
Christmas Songs For Kids For Toddlers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-toddlers/,Christmas Worship Songs For Toddlers | Seeds Kids Worship,/activities\christmas-worship-songs-for-toddlers/,0.351,0.401
Christmas Songs For Kids For Toddlers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-toddlers/,Christmas Songs For Kids For Home | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-home/,0.3483,0.3983
Christmas Songs For Kids For Toddlers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-toddlers/,Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,0.3482,0.3982
Christmas Songs For Kids For Toddlers | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-toddlers/,Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,0.346,0.396
Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,Christmas Christmas Songs For Kids | Seeds Kids Worship,/activities\christmas-christmas-songs-for-kids/,0.4864,0.5364
Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,Christmas Songs For Kids To Perform | Seeds Kids Worship,/activities\christmas-songs-for-kids-to-perform/,0.4784,0.5284
Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,Fun Christmas Songs For Kids | Seeds Kids Worship,/activities\fun-christmas-songs-for-kids/,0.4687,0.5187
Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.4631,0.5131
Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,0.4629,0.5129
Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,0.4948,0.5448
Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,0.4851,0.5351
Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.483,0.533
Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,Christmas Christmas Songs For Kids | Seeds Kids Worship,/activities\christmas-christmas-songs-for-kids/,0.4798,0.5298
Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,Christmas Songs For Kids Youtube | Seeds Kids Worship,/activities\christmas-songs-for-kids-youtube/,0.4646,0.5146
Christmas Songs For Kids Interactive | Seeds Kids Worship,/activities\christmas-songs-for-kids-interactive/,Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,0.4287,0.4787
Christmas Songs For Kids Interactive | Seeds Kids Worship,/activities\christmas-songs-for-kids-interactive/,Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,0.4274,0.4774
Christmas Songs For Kids Interactive | Seeds Kids Worship,/activities\christmas-songs-for-kids-interactive/,Christmas Songs For Kids Christian | Seeds Kids Worship,/activities\christmas-songs-for-kids-christian/,0.4261,0.4761
Christmas Songs For Kids Interactive | Seeds Kids Worship,/activities\christmas-songs-for-kids-interactive/,Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,0.4114,0.4614
Christmas Songs For Kids Interactive | Seeds Kids Worship,/activities\christmas-songs-for-kids-interactive/,Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,0.4105,0.4605
Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,0.4919,0.5419
Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,Worship Christmas Songs For Kids | Seeds Kids Worship,/activities\worship-christmas-songs-for-kids/,0.485,0.535
Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,Christmas Songs For Kids Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-church/,0.479,0.529
Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.4754,0.5254
Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,Children'S Ministry Christmas Songs | Seeds Kids Worship,/activities\children-s-ministry-christmas-songs/,0.4751,0.5251
Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,0.4931,0.5431
Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,Christmas Songs For Kids Jingle Bells | Seeds Kids Worship,/activities\christmas-songs-for-kids-jingle-bells/,0.4919,0.5419
Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,Worship Christmas Songs For Kids | Seeds Kids Worship,/activities\worship-christmas-songs-for-kids/,0.4704,0.5204
Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.4683,0.5183
Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,0.4629,0.5129
Christmas Songs For Kids Lyrics | Seeds Kids Worship,/activities\christmas-songs-for-kids-lyrics/,Kids Christmas Hymns | Seeds Kids Worship,/activities\kids-christmas-hymns/,0.5641,0.6141
Christmas Songs For Kids Lyrics | Seeds Kids Worship,/activities\christmas-songs-for-kids-lyrics/,Christmas Songs For Kids For Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-church/,0.5379,0.5879
Christmas Songs For Kids Lyrics | Seeds Kids Worship,/activities\christmas-songs-for-kids-lyrics/,Christmas Children'S Ministry Music | Seeds Kids Worship,/activities\christmas-children-s-ministry-music/,0.5028,0.5528
Christmas Songs For Kids Lyrics | Seeds Kids Worship,/activities\christmas-songs-for-kids-lyrics/,Christmas Songs For Kids Deck The Halls | Seeds Kids Worship,/activities\christmas-songs-for-kids-deck-the-halls/,0.4985,0.5485
Christmas Songs For Kids Lyrics | Seeds Kids Worship,/activities\christmas-songs-for-kids-lyrics/,Christmas Scripture Songs | Seeds Kids Worship,/activities\christmas-scripture-songs/,0.4884,0.5384
Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,0.4948,0.5448
Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,Christmas Songs For Kids For Babies | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-babies/,0.4879,0.5379
Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,Christmas Songs For Kids For Kids | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-kids/,0.4809,0.5309
Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,Christmas Songs For Kids Christian | Seeds Kids Worship,/activities\christmas-songs-for-kids-christian/,0.4789,0.5289
Christmas Songs For Kids Mp3 Download | Seeds Kids Worship,/activities\christmas-songs-for-kids-mp3-download/,Worship Christmas Songs For Kids | Seeds Kids Worship,/activities\worship-christmas-songs-for-kids/,0.4773,0.5273
Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,Christmas Songs For Kids List | Seeds Kids Worship,/activities\christmas-songs-for-kids-list/,0.4931,0.5431
Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,Christmas Songs For Kids In English | Seeds Kids Worship,/activities\christmas-songs-for-kids-in-english/,0.4851,0.5351
Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,Worship Christmas Songs For Kids | Seeds Kids Worship,/activities\worship-christmas-songs-for-kids/,0.48,0.53
Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,Christmas Kids Worship Music | Seeds Kids Worship,/activities\christmas-kids-worship-music/,0.4792,0.5292
Christmas Songs For Kids Playlist | Seeds Kids Worship,/activities\christmas-songs-for-kids-playlist/,Christmas Songs For Kids For Church | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-church/,0.468,0.518
Christmas Songs For Kids To Perform | Seeds Kids Worship,/activities\christmas-songs-for-kids-to-perform/,Children'S Church Songs For Christmas | Seeds Kids Worship,/activities\children-s-church-songs-for-christmas/,0.5229,0.5729
Christmas Songs For Kids To Perform | Seeds Kids Worship,/activities\christmas-songs-for-kids-to-perform/,Christmas Kids Christian Music | Seeds Kids Worship,/activities\christmas-kids-christian-music/,0.5089,0.5589
Christmas Songs For Kids To Perform | Seeds Kids Worship,/activities\christmas-songs-for-kids-to-perform/,Christmas Songs For Kids For Worship | Seeds Kids Worship,/activities\christmas-songs-for-kids-for-worship/,0.4784,0.5284
Christmas Songs For Kids To Perform | Seeds Kids Worship,/activities\christmas-songs-for-kids-to-perform/,Fun Christmas Songs For Kids | Seeds Kids Worship,/activities\fun-christmas-songs-for-kids/,0.4703,0.5203
